( lwazi_0020 "Wenqaba ukulandela indlela yokuzila ebekwe ezweni lakubo." )
( lwazi_0021 "Bathi achinse ikhambi elibizwa ngemogaga lapho ezohamba khona uma ephuma egcekeni lakwakhe." )
( lwazi_0022 "UMhloli-mabhuku-Jikelele watomula isifundazwe saKwazulu-Natali." )
( lwazi_0023 "Yiso sodwa isifundazwe lapho iminyango eminingi ihambisana nemigomo yokubika ngemisebenzi yomphakathi." )
( lwazi_0024 "Uthi ulwazi esilufaka emibikweni yonyaka iyasebenziseka." )
( lwazi_0025 "Kungethenjelwa kuyo, futhi ihambisana nemigomo ebekiwe." )
( lwazi_0026 "Sindi Opperman awunaso isifo egazini lakho." )
( lwazi_0027 "Kufanele uphinde ubuye emva kwezinyanga ezintathu, ngizolihlola ukuze ngibe nesiqiniseko esigcwele sokuthi uyaphila." )
( lwazi_0028 "Iyoba nomsebenzi wokuqhamuka nemibono efanele ukuthi ivezwe enhlanganweni ethile." )
( lwazi_0029 "Kumele kuvunyelwane ngesimo esifanayo sezikhala nemisebenzi eyosebenza kulo lonke uphiko." )
( lwazi_0030 "Mhh noma kunjalo kufanele ke ngikhulume naye ngimdonse ngendlebe mayelana nokuqonywa njalo." )
( lwazi_0031 "Umnyango uncamela ukuthi kusetshenziswe usizo lwabo ngaphambi kokuthi umuntu asebenzise abeluleki." )
( lwazi_0032 "Iskimu senza kahle kakhulu ngonyaka wezinkulungwane ezimbili nesishiyagalolunye." )
( lwazi_0033 "Siqoqa iminikelo eyeqa izicelo zenkokhelo nezindleko zazo zonke izinhlobo ngaphandle kohlobo lwe-Oniksi." )
( lwazi_0034 "Into engcono ngukuthi wena ugibele kusasa lokhu okusayo uze lapha eMgungundlovu." )
( lwazi_0035 "Abasizakalayo kulo bakhethwa emphakathini empofu ngokwedlulele." )
( lwazi_0036 "Banikwa umsebenzi wokusika utshani kulowo mhlaba kahulumeni okungakhiwe kuwo isikhathi esingunyaka owodwa." )
( lwazi_0037 "Bakhokhelwa njengalabo abasohlelweni oluthile." )
( lwazi_0038 "Ukuphekisisa kahle ukudla kuyawabulala amagciwane adala izifo." )
( lwazi_0039 "Ukunikezwa ukuxhaswa kwamaphrojekthi kanye nemisebenzi esemaphandleni kuyinselele enkulu kuhulumeni." )
( lwazi_0040 "Kudingeka ukusebenza ngempumelelo kwabo bonke ababambi qhaza." )
( lwazi_0041 "Makuqinisekwe ukuthi amaphrojekthi kanye nemisebenzi ifinyelela izidingo zabantu abasezingeni eliphansi." )
( lwazi_0042 "Ungizumelani Jobe." )
( lwazi_0043 "Sezikufake umoya wezikhova lezi zingane zakho." )
( lwazi_0044 "Ufuna ukungibamba ngenzani Jobe." )
( lwazi_0045 "ULwesihlanu lolu hhi, ngiyabuza?" )
( lwazi_0046 "Kuneziphakamiso zokuthi zonke izikhungo ezixubile, zibe ngaphansi kwenhlangano ethile." )
( lwazi_0047 "Lezo eziqondene nemboni ezingaphansi kwaleyo nhlangano njengamanje, zedluliselwe eminyangweni efanele neqondene." )
( lwazi_0048 "Siyaphawula ukuthi abasebenzi baveza umbono wokuthi iNgosi kaZwelonke yokulondoloza amabhuku nemibhalo, sengathi ayithathelwa phezulu uMnyango." )
( lwazi_0049 "Umphathi, ekuceleni kwamalungu esiGungu seziKhalazo noma yiphi ingxenye ngesikhalazo esiziswe ngaphambi kwakhe, angajuba noma ngubani." )
( lwazi_0050 "Lowo muntu aye kulokho okuqhutshwayo, ukuze afakaze, afakwe imibuzo njengofakazi nganoma yiluphi udaba lwalokho kokuqhutshwayo." )
( lwazi_0051 "Akhiphe noma yiphi incwadi, noma into yakhe, noma engaphansi kwakhe lowo muntu, futhi afakwe imibuzo ngayo." )
( lwazi_0052 "USnyman wathi umnyango usisize kakhulu ekuthini siqinise eyezemfundo neyezamazinyo." )
( lwazi_0053 "Ukwenza isibonelo nje, ukugqugquzela ezempilo ukuthi sisebenzise lesi sikhathi ukuthi siphucule nezenhlalakahle." )
( lwazi_0054 "Sizokwazi kahle kamhlophe ukuthi kubonakala sengathi lolu hlelo lusekele luphinde luqinise lezo nezinye." )
( lwazi_0055 "Lokhu kuhlolwa kuzosiza sibheke lezo zinkinga." )
( lwazi_0056 "Luzodluliselwa nasezikoleni, izinhlelo zezempilo esezivelile, izinhlelo esezikhona, kuphawula umnyango ukuthi uthumele izinto ukuqaphelisiswa ngokushesha." )
( lwazi_0057 "Manje baba njengoba ngicele ukuhlangana nawe, yingoba ngifisa ukuzwa ukuthi ngimi kuphi." )
( lwazi_0058 "Angikwazanga ukuza kuyinhlolo-khono ngephimbo elinokudangala." )
( lwazi_0059 "Bandakanya umfanekiso weSaziso seNhlawulo enikwe lowo osolwa ngecala umsolwa." )
( lwazi_0060 "Balula isizathu ngezinyathelo ezithathiwe; kanye nobufakazi bokuthunyelwa kwesaziso seNhlawulo kumsolwa." )
( lwazi_0061 "Akulula kangako ukuncintisana nolwazi lomnotho womhlaba." )
( lwazi_0062 "Kuphela kungaba ngaphandle kwamanani aphansi athembekile kanye natholakala kabanzi kwamaza okuxhumana." )
( lwazi_0063 "Iziboshwa kumele zifunisise kuMphathi weJele uma befuna ukubeka isikhathi sokubonana nezikhulu." )
( lwazi_0064 "Walugxavula sekuthe xhifi enhliziyweni yakhe yilesi senzo sikaThami." )
( lwazi_0065 "Ukuphela konyaka wezimali ngoFebruwari kubanga ubunzima kwezezimali." )
( lwazi_0066 "Kumele kutholwe imvume evela eNhlanganweni yezeNtela, ukufakela izitatimende zezimali ngosuku olwehlukile kunolukaFebruwari." )
( lwazi_0067 "Abantu abanjalo bangacela imvume yokufakela imibiko yentela yesikhashana ngokuhambisana nokuphela konyaka wezimali okwamukelekile." )
( lwazi_0068 "Umbhalo ochaza ngohlelo lokucutshungulwa kwamanani empahla esikhumulweni esibheka impahla engenayo nephumayo." )
( lwazi_0069 "Umbhalo ochaza kabanzi ngeNtela eqoqwa kwinzuzo etholakala lapho umuntu esedayisa umuzi wesibili." )
( lwazi_0070 "Umbhalo ochaza ngokucutshungulwa kwamanani ezindlu ezingezona ezokuqala, ngenhloso yokuqoqa iNtela enzuzweni lapho sezidayisa." )
( lwazi_0071 "Inhlangano ethile kuzolindeleka futhi ukuthi ihlole amamaki." )
( lwazi_0072 "Bazobona ukuthi akunamaphutha yini, ukuqinisekisa, ngaphambi kokuthi bawathumele emahhovisi esifunda." )
( lwazi_0073 "Ngamagama alula, ukuthuthukiswa komphakathi kusho imizamo ewusizo kaHulumeni, nokusebenza ndawonye ekubhekeleni izidingo ezinqala zemiphakathi ngokwenza ubungcono ezimpilweni zabo." )
( lwazi_0074 "Ukwenza ngcono ukwethulwa kwezinsiza, nokuveza amathuba angcono emisebenzi." )
( lwazi_0075 "Inhlangano ethile yeluleka ukuthi indlela eyiyo yokuvimbela ukutheleleka ngomkhuhlane wezingulube ukulandela izindlela zokuvimbela ngokukhulu ukucophelela." )
( lwazi_0076 "Noma yikuphi ukuphawula okuvela kwilungu lombuso elinamandla omkhawulo womthetho engxenyeni yomsebenzi okuyisihloko sesicelo." )
( lwazi_0077 "Nanoma yimiphi imihlahlandlela yesicelo." )
( lwazi_0078 "Uma kunengxabano ngesikhathi somshado wobuSulumani, noma ngenxa yawo uqobo, othintekayo kulowo mshado angayidlulisa." )
( lwazi_0079 "Ngaphambili noma ngemuva kokuqala izinyathelo zomthetho ezihlonzwe yisigaba." )
( lwazi_0080 "Ngaphambi kwesinyathelo sesahlulelo senkantolo eMkhandlwini wabaXazululi omiswe ngendlela enqunyiwe." )
( lwazi_0081 "Wazethula-ke uSonny kuXaba wamtshela nokuthi uzwe kuthiwa uthenga lo msebenzi awukhiqizayo." )
( lwazi_0082 "Thola ulwazi kothumela kuye impahla, noma ummeli walelo lizwe elamukela impahla." )
( lwazi_0083 "Ziyini izimo zokuhlolwa kwezifo zezilwane kulelo lizwe elamukela okuvela kuwe." )
( lwazi_0084 "Izinsolo zokungasetshenziswa ngendlela kwamandla okulalela amacala ngabaholi bendabuko, yilabo abakholelwa ekutheni amadoda kumele aphathe." )
( lwazi_0085 "Abakholelwa ukuthi kuqhubeke kukhishwa inyumbazana abesifazane ezinkantolo zendabuko, nokubophela abesifazane amanqina enyathi enqubweni yasezinkantolo." )
( lwazi_0086 "Sivikele ukungasetshenziswa ngokuyikho kwamandla, nokuqinisekisa ngokukhululeka ukusebenzisa amachweba ngokulinganayo." )
( lwazi_0087 "Ukutholakala kosizo lwamaChweba ukuqaphela nokuthatha izinyathelo ezifanele uma kudingekile, ukuze kuqinisekiswe ukuthi iSigungu seziPhathimandla zamaChweba kuZwelonke, azitholi ukwenzelelwa okungafanele ngaphezu kwezinye izinkampani zezokuthutha." )
( lwazi_0088 "Ukuthi izimali eziqoqwe iziphathimandla zamaChweba, zisentshenziselwa ukuzuzisa nokwenziwa ngcono kwezingqalasizinda zamaChweba, nokuzuzisa abasebenzisi bamaChweba." )
( lwazi_0089 "Uma uzohlangana nenye imoto ngesikhathi ushayela endaweni eyijika ngasohlangothini lwesokunxele, nciphisa izibani zakho zemoto kusenesikhathi." )
( lwazi_0090 "Uma kungenjalo izoshelela nejika bese ixhopha omunye umshayeli." )
( lwazi_0091 "Ngaphezu kwalokhu, uhlelo lomsebenzi lwenhlangano yentuthuko ye-Afrika, nezinkulumo zabaholi bale nhlangano, sekubeke i-Afrika nezinhlelo zayo eziphambili ohlelweni lomsebenzi lomhlaba wonke." )
( lwazi_0092 "Kodwa kusenezinkinga ezinzima ezivumbuka kwezinye izingxenye zomhlaba." )
( lwazi_0093 "Akekho umuntu ozovezela omunye ulwazi alutholile ngenkathi enza imisebenzi ngokulandela lo Mthetho." )
( lwazi_0094 "Noma umthethosisekelo womphakathi wokufuya izilwane, noma umthethosisekelo wesiphathimandla esibhalisayo futhi esiphathelene nebhizinisi." )
( lwazi_0095 "Noma izindaba zomunye umuntu, ngaphandle kwemvume ebhaliwe yomuntu onjalo." )
( lwazi_0096 "Ngaphandle nje uma loku kudingwa yinoma yiyiphi inkantolo yomthetho, noma ngaphansi kwanoma yimuphi umthetho." )
( lwazi_0097 "Uma indiza esebenzisa izinsiza ihamba ebusuku ezindaweni ezithile, umshayeli oqaphile uyoba nemvume efanele yokusebenzisa izinsiza zendiza." )
( lwazi_0098 "Siphezu komsebenzi wokwakha amakhaza amasha." )
( lwazi_0099 "Sikhathazeke kakhulu ngesimo esingesihle samanye amakhaza abengaphansi kwamaphoyisa, ikakhulukazi amakhaza asemgwaqeni othile." )
( lwazi_0100 "Kunezikhali zokuqikelela ukuthi imisebenzi kahulumeni wendawo ididiyelwe nezinye izinhlaka zokuhlela intuthuko." )
( lwazi_0101 "Ezingeni lesifundazwe, kuzwelonke nasemhlabeni jikelele." )
( lwazi_0102 "Ilungelo eligcwele noma elinqunyelwe liyanikezwa ezinhlobeni ezithile zezinhlanzi, yigatsha lenhlangano ethile." )
( lwazi_0103 "Ngokubheka inani elivunyelwe lokudotshwa kwezinhlanzi elinqunywa njalo ngonyaka ngungqongqoshe wegatsha eliphethe izindaba zenhlalo yendawo, nezokuvakasha." )
( lwazi_0104 "Uhlelo lokususwa ezindlini uye kwenye, ukuba lube yisu lokulungisa isimo esifanele lalezi zindlu." )
( lwazi_0105 "Lolu hlelo lwenziwa ngokuhlanganyela ezinkampanini zamabhange nohulumeni ukuba axhumanise ekusebenziseni uhlelo lokubekwa kabusha, ukuze kulungiswe isimo esifanele sezindlu." )
( lwazi_0106 "Njengoba inkonzo yezisebenzi zikahulumeni izilungiselela inkambiso yokuhlinzeka izinsizakalo ngendlela yama-elekhthronikhi, isidingo sohlobo olwahlukile lokuvikeleka kolwazi enkonzweni yezisebenzi zikahulumeni siba yimpoqo." )
( lwazi_0107 "Umphathi welayisense yokucwenga, akakwazi ukwenza yinoma yimuphi umsebenzi onikezwe imvume yilayisense kunoma yiyiphi indawo." )
( lwazi_0108 "Nisho noma kusendaweni yokusebenzela echazwe yilayisense, noma echazwe yimvume yelayisense ngokulandela isigatshana sesithupha." )
( lwazi_0109 "Oyiphethe akakwazi ukuphatha okusansimbi okuyigugu, kunoma yiyiphi indawo, ngaphandle kwasendaweni yakhe yokusebenzela, noma endaweni echaziwe." )
( lwazi_0110 "Angakuphatha uma ethutha okusansimbi okuyigugu, okungasetshenzisiwe ngokulandela isigaba seshumi nanye." )
( lwazi_0111 "Ngakho, intuthuko yohlelo lwamagama olimi kuyo yonke imikhakha, iyoba semqoka kakhulu idinge ukusebenzisana kwababambe iqhaza." )
( lwazi_0112 "Kufakwe namathimba nezigungu zolimi." )
( lwazi_0113 "isibonelo, izakhiwo ezincane zenhlangano yezolimi ezifana namathimba kazwelonke esayense yezichazimazwi, izigungu zikazwelonke zolimi namakomidi olimi kwizifundazwe." )
( lwazi_0114 "Ikomiti lokuqondisa, lasungulelwa ukubhala umbhalo ozophakamisa inqubo engasetshenziswa ukusungula imboni ezoqhakaza, ikhulise izilimi zaseNingizimu Afrika." )
( lwazi_0115 "Esamile kanjalo kwaqhamuka enye yezimoto ezithutha umphakathi oya edolobheni eKranskop." )
( lwazi_0116 "Uma ofake isicelo ethola inzuzo yokungasebenzi, enqabe noma ale ukuthatha umsebenzi ofanele ngaphandle kwesizathu esizwakalayo." )
( lwazi_0117 "Noma ale ukuyoqeqeshwa noma ukwelashwa, isikhulu sezicelo singanquma ukuthi obefaka imali eSikhwameni angayitholi inzuzo." )
( lwazi_0118 "Kuyoze kuphele isikhathi esingengaphezu kwamasonto ayishumi nantathu." )
( lwazi_0119 "Ukusebenzisa amehlo kuchaza iqhinga lokundiza." )
( lwazi_0120 "Lapho ingxenye ethile noma yonke yenqubo yethuluzi ingaqedwa kanjalo futhi ukuhlala kwenziwa ngokubuka umzila wendiza." )
( lwazi_0121 "Ngabe wonke umuntu eqenjini sewake wakhuluma yini esidlangalaleni." )
( lwazi_0122 "Buza-ke abaqeqeshwayo ukuthi kungani becabanga ukuthi, ukukhuluma esidlangalaleni, kubalulekile kumakomidi ezigceme?" )
( lwazi_0123 "Kufanele futhi ukuba sizinikele ukuba sizokuzikhandla ukwenyusa izinga lethu lolwazi ngendlela eqhubekayo." )
( lwazi_0124 "Kuzosenza siqhathaniseke ngendlela ephezulu ezweni lethu nakwamanye amazwe." )
( lwazi_0125 "Kuzonikeza nabantu isiqinisekiso sokuthi ukuzithuthukisa ngamakhono akusiyona into yokuchitha isikhathi, kodwa kunembuyiselo." )
( lwazi_0126 "Kufanele basebenzise uhlu lwezihloko kanye nezigaba zolwazi oluphethwe isekela lomsebenzi wolwazi ngalinye." )
( lwazi_0127 "Ukuze bakwazi ukunquma ukuthi yiliphi isekela lomsebenzi wolwazi ongahle kube linerekhodi." )
( lwazi_0128 "Bese bebhala izicelo zabo baziyise kulelo sekela lomsebenzi wolwazi." )
( lwazi_0129 "Isicelo sokuvuselela isitifiketi semvume siyokwenziwa ngokugcwalisa ifomu enqunywe uMqulu." )
( lwazi_0130 "Futhi siphelezelwe yimali efanele njengoba inqunyiwe yiNgxenye yekhulu namashumi ayisishiyagalombili nesikhombisa." )
( lwazi_0131 "Noma yimuphi umuntu obizwe ukuba abe khona ekuhlaleni kweBhodi njengofakazi, noma onikeze ubufakazi ngaphambi kweBhodi." )
( lwazi_0132 "Lowomuntu unelungelo lokucela izindleko ezivelile emalini yomphakathi, ngokwesilinganiso esisebenza kufakazi ecaleni lezakhamuzi enkantolo kamantshi." )
( lwazi_0133 "Inhlangano ethile iyofaka imali kumacebo amasha, kuzo zonke izinhlaka zomphakathi, nasembonini ezimele." )
( lwazi_0134 "Kanjalo ezigabeni ezehlukene, okungasukela ekucatshangweni kwecebo, kuze kufike ekwethulweni komkhiqizo emphakathini." )
( lwazi_0135 "Nakuba uyobheka isigaba sokusungulwa kwecebo okunezindleko ezinkulu, nokwemukelwa komkhiqizo wumphakathi lapho usudayisa, ungeniswa noma usatshalaliswa." )
( lwazi_0136 "Uma ofake isicelo esethule kwiNhloko yesiFundazwe ephawulwe kuleli bhuku, iNhloko yesiFundazwe eqondene, iyobhala phansi isicelo somlomo." )
( lwazi_0137 "Iyobe isinika ofake isicelo umbhalo ofanayo waleso sicelo." )
( lwazi_0138 "Induna yomkhumbi kufanele iqiniseke ukuthi isikhulu nabasebenzi bomkhumbi basezindaweni zabo, nokuthi baqaphile." )
( lwazi_0139 "Futhi umkhaphi unikezwa lonke usizo ekwenzeni umsebenzi wakhe." )
( lwazi_0140 "Intsha kufanele yephuze ukuya ocansini okokuqala, yenze izinqumo ezenziwe ngokwazi ukuvimbela ukukhulelwa okungadingekile nezifo zegciwane lengculazi." )
( lwazi_0141 "Uzokwenza isiqiniseko sokuthi inqubo yecala yenzeka ngendlela yokuthi ayihlukumezi amalungelo akho okukuphatha ngenhlonipho." )
( lwazi_0142 "Ukubamba isithunzi sakho, nelungelo lakho lokuhlonipha ubuwena nezimfihlo zakho." )
( lwazi_0143 "Lapho umsebenzi ezikhethela yena ukuveza isimo sakhe sokuba negciwane lengculazi kumqashi wakhe, kumbe ozakwabo." )
( lwazi_0144 "Lolu lwazi alufanele bese lusakazwa lutshelwa nabanye, ngaphandle kwemvume yomninilo futhi ebhalwe phansi." )
( lwazi_0145 "Umfundi ofuna ukungena esikoleni okokuqala ngqa ekuqaleni konyaka wesikole, kufanele abhalise kuso." )
( lwazi_0146 "Ukwenza ekuqaleni kuka-Agasti kuya ekupheleni kuka-Septhemba, wonyaka wangaphambili kokuqala kwakhe esikoleni." )
( lwazi_0147 "Uma kukhona into engingayiqondisisi kumbe engifuna ukuyibuza, uLouis nguye oya kudokotela ayongibuzela angisize nangayo yonke indlela." )
( lwazi_0148 "Imithethonkambiso okukhulunywa ngayo kulesi sigaba ingamisa amacala kanye nokuhlawulisa inhlawulo." )
( lwazi_0149 "Noma ukugcinwa ejele isikhathi esingeke saba ngaphezulu kwezinyanga eziyisithupha, noma kokubili inhlawulo nokugcinwa ejele." )
( lwazi_0150 "Uma ushayela inhlangano yezempilo, ungalindela ukuqondiswa okunolwazi kokuthi ungaya nini ekhemisi ukuze uthole imithi." )
( lwazi_0151 "Leyo oyithenga ngaphandle kwemvume kadokotela, uma udinga iseluleko sikadokotela, noma uma kumele ungeniswe esibhedlela ngokushesha." )
( lwazi_0152 "Incwadi kumele ibe wubufakazi bokuthi ukufanele ukubhalisela noma ukubamba iqhaza ohlelweni." )
( lwazi_0153 "Futhi kumele kukhombise ukuthi inhlangano, noma umndeni uzobhekana nawe ngesikhathi uhlezi eNingizimu Afrika." )
( lwazi_0154 "Ngale kokunciphisa amandla okukhulunywa ngawo, kusigatshana sokuqala, inkampani iyakuba namandla okuba ikhokhelwe imali kweminye imithombo." )
( lwazi_0155 "Lokhu kungale kwezintela, inkokhelo okubandakanya noma kungesilokhu kuphela, amandla okuphoqa ukuba kulandelwe isivumelwano." )
( lwazi_0156 "Leso esimayelana nalokho kwenza izindlela zokuthola imali, ukuboleka imali kuyokwenziwa ngokulandela isigaba samashumi ayisithupha nesithupha." )
( lwazi_0157 "Yisigaba soMthetho wokuphathwa kwezimali zoMbuso." )
( lwazi_0158 "Anibheke nje kodwa bafowethu, ngasho ngikhomba inhlabaluhide yomugqa wezalukazi namakhehla, alinde ukuhola imali yawo yempesheni yanyanga zonke." )
( lwazi_0159 "Siyethemba kulokhu ukuthi le yimizamo yomphakathi wamazwe omhlaba evuselelwe kabusha, yokuthola isixazululo sesikhathi eside sale ngxabano." )
( lwazi_0160 "Izothela izithelo, ukuze abantu bakwa-Israyeli namaPhalestina bezokwazi ukuphila ngokuthula nokuvikeleka." )
( lwazi_0161 "Njengomakhelwane ezindaweni ezizimele." )
( lwazi_0162 "Iphothfoliyo iqoqomibhalo, iyindlela yokuhlola enikeza bobabili umfundi nothisha amathuba okubheka umsebenzi owenzelwe." )
( lwazi_0163 "Imisebenzi yokuhlola eminingana." )
( lwazi_0164 "Inhlangano ethile inganika umyalo wokwenza kuphela ifuna, ukuqinisekisa ukulandelwa kwesibopho esinikwe umkhumbi olawulwa kwelinye izwe." )
( lwazi_0165 "Ngaphansi kwale mithethonkambiso, noma mayelana nezinyathelo ezithile ezenza ngcono ezokuvikela olwandle." )
( lwazi_0166 "Njengoba kubekiwe kwesinye iSahluko." )
( lwazi_0167 "Isiyingi sezinsuku zekhefu lokugula sibalwa ngokuthatha izinsuku ezinhlanu, ziphindwe kasithupha." )
( lwazi_0168 "Kube sekutholakala izinsuku ezingamashumi amathathu esikhathini seminyaka emithathu." )
( lwazi_0169 "Uma oshonile wayengumyeni oshade abafazi abaningi, kuphila abafazi abangaphezu koyedwa, inani lefa lingaphansi kwamaRandi ayikhulu namashumi amabili nanhlanu ezinkulungwane." )
( lwazi_0170 "Abalingani abaphilayo bazakuhlukaniselana inani elisele ngokulinganayo ngaphakathi kwabo." )
( lwazi_0171 "Bangafaki izingane kanye namanye amalungu omndeni." )
( lwazi_0172 "Ukubonelelwa kwesicelo sakho kuqala ngosuku ofakela ngalo isicelo sakho sokusekelwa kwabantu abahluphekile." )
( lwazi_0173 "Isicelo sakho sizohlolwa ebese kwenziwa isinqumo sokuthi ngabe ukufanele yini ukuthola izinkonzo zesisekelo zamahla noma cha." )
( lwazi_0174 "Ikomidi likahulumeni noma elinye lamakomidi angemukela amaphethishini, izethulo noma izincwadi zezethulo." )
( lwazi_0175 "Lezi ziqhamuka kunoma ngobani noma izikhungo ezinentshisekelo." )
( lwazi_0176 "Sesizokwazi manje ukusheshisa uhlelo lwethu lokubhekana ngqo nokuqedwa kwemijondolo." )
( lwazi_0177 "Kanye nokwakhela abantu izindlu ezindaweni zasemakhaya ezifana nalapha, sibuyise nesithunzi sabantu bakithi emahhostela." )
( lwazi_0178 "Sekube khona ukudideka okukhulu ngamagama emithi ikakhulukazi esikhathini esedlule." )
( lwazi_0179 "Ikakhulukazi ngamagama ezinto okuyizona ezisebenzayo emithini leyo." )
( lwazi_0180 "Yinoma imuphi umfanekiso noma isitatimende esikhiqizwe kabusha, sase siqinisekiswa uKhomishini ofungisayo ukuthi singumfanekiso woqobo." )
( lwazi_0181 "Noma yiwona ngqo umkhiqizo waleso esiyiso." )
( lwazi_0182 "Umnikazi wemoto okuthwelwe ngayo umuntu, uthathwa ngokuthi uye obethwele lowo muntu ngesikhathi athwalwe ngaso." )
( lwazi_0183 "Ngaphandle uma kutholakala ukuthi ngaleso sikhathi ubengesiyena umshayeli waleyo moto." )
( lwazi_0184 "Futhi akazange akuvumele ukusetshenziswa kwaleyo moto ukuthi ihambise umuntu." )
( lwazi_0185 "Uma kungathi ilungu loMbutho oseMbuthweni Osebenza Ngokuphelele, linikezwe imvume yokuqala umsebenzi oweHlukile ngenkathi liqashwe eMbuthweni wezokuVikela." )
( lwazi_0186 "Izintshisekelo zoMbuso ziza ngaphambili uma kuvela ukungqubuzana phakathi koMbuso  wezokuVikela nomunye umsebenzi owenziwa oseceleni." )
( lwazi_0187 "Futhi ilungu elithintekayo kufanele lesule emsebenzini." )
( lwazi_0188 "Noma lisuke esikhundleni salo okwesikhashana emsebenzini walo omunye, uma liyalelwa ukuba lenze kanjalo nguMbutho wezokuVikela." )
( lwazi_0189 "Noma imuphi umuntu onesikhalo owoniwe yinoma imuphi umyalo owenziwe inkantolo yokulingana, njengokuyalela kwayo." )
( lwazi_0190 "Noma ngaphansi kwalo Mthetho, angawedlulisa lowo myalo obhekene naye eNkantolo ePhakeme enesikhundla samandla omthetho." )
( lwazi_0191 "Noma kwinkantolo ePhakeme yokweDlulisa, kuye ngesimo, isigungu seziPhathimandla kufanele sihlanganyele neziphathimandla okudingeka zenze le misebenzi eChwebeni." )
( lwazi_0192 "Ukungena kwabantu abangezona izakhamuzi zaleli zwe, imali yokuthelela impahla ephumayo noma engenayo ezweni." )
( lwazi_0193 "Ukugcinwa komthetho, futhi kufanele banike lezikhulu zonke izinto zokusebenza, ngokuhambisana nesinxephezelo, okungavunyelwana ngaso phakathi kweSigungu seziPhathmandla naleso siphathimandla soMbuso esithintekayo." )
( lwazi_0194 "Uma behluleka ukufinyelela esivumelwaneni, uNgqongqoshe nguyena oyakumisa isinxephezelo." )
( lwazi_0195 "Umfundi lapha uzokwazi ukuthi afunde abuye abheke okuthile emibhalweni, ukuze athole ulwazi noma-ke efundela nje ukuzijabulisa." )
( lwazi_0196 "Lokhu kuzomenza ukuthi aqale ukubona ubuhle amasiko kanye nemizwa ngalokho okubalulekile okusemqoka." )
( lwazi_0197 "Enye into eyinselelo kakhulu yilena yezifo ezithathelwanayo, ikakhulukazi igciwane  lesandulela ngculazi nesifo sengculazi uqobo." )
( lwazi_0198 "Okuyinto eyande kakhulu kithi ngenxa yesimo sobuphofu, nokungabi nezindawo zokuhlala ezamukelekile." )
( lwazi_0199 "Ilayisense enikezwe ngokulandela uMthetho, inikeza onelayisense amandla ukuthi awasebenzise, enze imisebenzi ekulayisense kanye nakulowo Mthetho." )
( lwazi_0200 "Ngakhoke akekho onelayisense ongadlulisa noma enzise abanye nanoma yimaphi amandla noma umsebenzi." )
( lwazi_0201 "Kunoma yimuphi umuntu ngaphambi kwemvume yoMlinganisi." )
