(data_039 "Kulungile-ke lomavila ngobe vele nguwe umchachi wetinkhinga temabhodlela" )
(data_040 "Kute lokuyosehlukanisa ingci nje nasetsembana" )
(data_041 "Awu ate ayitfoba-ke inhlitiyo yami lawo magama akho mntfwanaketfu" )
(data_042 "Lamuhla ngicala ngca kulibona kutsi nali ke litsambo lematsambo ami" )
(data_043 "Cijimphi letsa imbhasha ngishavule masinyane" )
(data_044 "Thishela Dorothi ngitsite ngena ekilasini" )
(data_045 "Khuluma kutsi ngubani ngimbhambabule ngelibhande khona manje" )
(data_046 "Yehluke ngani nje lenkhukhu kuletinye" )
(data_047 "Cijimphi kusho kutsi uvele ubuya emsebentini" )
(data_048 "Sibhikivane cha kulungile ke ngobe shengatsi utimisele kumbona, sewutangiphekeletela site siyofika eNhlangano" )
(data_049 "Lekucala lensangu lesibili lekweba manje utonaka labanye" )
(data_050 "Joji ngu, ngu, ngu Cijimphi uyangigwaza thishela" )
(data_051 "Sawula cha siyacolisa wena wekunene besingakacondzi bugebengu" )
(data_052 "Kuncono ke lamuhla nje yinyama yenkhomo" )
(data_053 "Sibhikivane hhayi ungabe usaphisa tjwala bebayeni betfu" )
(data_054 "Vele nje ngabe Sibhikivane angimtsandzi mbamba" )
(data_055 "Angangondla ngani nje vele lomuntfu longasebenti nekusebenta" )
(data_056 "Asengimane ngitfole emanti ngitewugeza" )
(data_057 "Lanyatsi hhayi babe angisiboni sizatfu sekutsi ungasuka nami imphunga ngingakasho lutfo" )
(data_058 "Uyabona kute uphumelele kumele ngikusite ungate ucambe emanga kakhulu, mine ngifike eNhlangano ngaboleveni" )
(data_059 "Themba kodvwa ke bantfu sebagibele" )
(data_060 "Dorothi hm bese uhamba ngani ke nangabe kusho kutsi awungitfoli" )
(data_061 "Themba yebo nkhosi mine nje ke vele angivani netihlakaniphi" )
(data_062 "Wondliwa ngubani umntfwana loyintsandzane" )
(data_063 "Musa kuhlala emoyeni utawungenwa ngemakhata" )
(data_064 "Ngekusebenta kwakhe utfutfukisa sive sakubo" )
(data_065 "Setfulo seneka lokutsite ngalokutakwenteka endzabeni" )
(data_066 "Tabito tekubala letinetinhlobo letimbili letinesicu sodvwa nkhe, nalesinesicu bili, tsatfu, ne hlanu" )
(data_067 "Umsebenti wekubhala chaza ngetindlela letimbili lofundze ngato lapha" )
(data_068 "Kulesinye sikhatsi itsi indzaba iyinye kodvva ijinge ingafani" )
(data_069 "Fundza utfokotele leto tandla letatinjengeboya betimvu" )
(data_070 "Wafa kulomnyaka lowengcile misi Khumalo" )
(data_071 "Lokusho kutsi kuhlelwa kwetindzimana akuyi ngekulandzela linani lelitsite lemigca" )
(data_072 "Utsi nawufika lapho ke bese uyajika lomhwamuko ube ngematfonsi emanti" )
(data_073 "Budze bungulolunye lwetimphawu letimcoka temagama esiSwati" )
(data_074 "Lo tsi, uhambisana njalo namafonkholo n" )
(data_075 "Ngunaba labalandzelako f, ungungwaca longenalivi, longundzebetinyo longumfutfwa" )
(data_076 "Longenalivi, leligama lichaza kutsi tintsambo ativeveteli uma lo ngwaca aphinyiswa" )
(data_077 "Babili bosankhamisa esiSwatini ngu yi, no je, longusankhamisa waselwangeni lolusembili" )
(data_078 "Loku kwenteka uma kudaleka imisindvo lengenaphimbo lefana nalena, k, t, p, njalonjalo" )
(data_079 "Lokumcoka kubongwaca tindzawo lapho baphinyiswa khona, indlela labaphinyiswa ngayo nesimo semalaka" )
(data_080 "Ibese itsi ngilibhubesi inkunzi yelibhubesi" )
(data_081 "Ecinisweni lona ngumsindvo munye ngobe ngekwefonetiki, umelwe luphawu lunye lwefonetiki" )
(data_082 "Lendlela ibitwa ngekutsi yi-articulatory phonetics, lokuyifonetiki yekuphinyiswa kwemagama" )
(data_083 "Lokufundvwa kwemisindvo, kubitwa ngekutsi, i-perceptual phonetics" )
(data_084 "Lokufundvwa kwemisindvo yenkhulumo, kubitwa ngekutsi yi-accoustic phonetics" )
(data_085 "Ngetukwaloko kugiya kwembongi kwakubajabulisa bantfu lababukelako" )
(data_086 "Enkondlweni imisindvo kanye nesigci, kuhlelwa ngebuciko lobenta inkondlo ibe nemisindvo nesigci semculo" )
(data_087 "Cacisa ngemisho tindlela letimbili letingasetjentiswa, njengalesicu khohlwa" )
(data_088 "Ngulenye indlela yesimanje yekwenta kube lula kudlalwa, kwedrama esiteji" )
(data_089 "Ngalendlela singakwati kutsi idrama idlalwe ngesikhatsi sinye etindzaweni letehlukene esiteji" )
(data_090 "Timo teticu tebantfu nato tihlangene nemsebenti wekukholwa" )
(data_091 "Umsebenti wekuvivinya usho kutsini ngesento lesenteka kumentiwa" )
(data_092 "Esibonelweni sekucala sibone kutsi angikakhatsali, kodvwa kutsi wangena esimeni sekukhatsala" )
(data_093 "Chaza kutsi isikhetselani leso naleso sivumelwane, sekutsi bafana nemantfombatane bayahloniphana" )
(data_094 "Buniyo bukhomba kulandzelana kwetintfo, ngumnyaka wesibili ashona Jabulani" )
(data_095 "Kute kuvakale kahle lomlayeto, kuhle umgcekezi agcekeze kabili nobe katsatfu, bese uyabanjwa ke" )
(data_096 "Libhuloho leli lacatjangwa ngu Sir Thomas weludvumo ngemnyaka wa" )
(data_097 "Iyaye idlalwe ngemadvodza ashaya luveve" )
(data_098 "Mayelana nemvumelwanosigcino, sigcizelele emaphethini lesiwacacisa ngekusebentisa tinhlavu te-alfabethi" )
(data_099 "Sikhatsi sanyalo, asiphetse sifundvo setfu ngekugcila esikhatsini sanyalo" )
(data_100 "Umsebenti lohlukanisa imidlalo ngetingcikitsi tayo" )
(data_101 "Asikuphawule noko kutsi, idrama siyayehlukanisa futsi ngekutsi idlalwa njani, nome kuphi" )
(data_102 "Lababukela tinhlelo tethelevishini bayawati umdlalo wa Bill Cosby, kutsi uhlekisa kuze kube buhlungu sisu" )
(data_103 "Njalo ntsambama bekentiwa abemnyama emakhethini advonswe, avaleke" )
(data_104 "Kumele umlingiswa ngamunye avete umbono wakhe kahle bese kungena labanye bamphendvule" )
(data_105 "Kungakanani ngebukhulu lokusemhlabeni lokungumhlabatsi" )
(data_106 "Uyindlela lecondzisako lomusho usesikhatsini lesengca" )
(data_107 "Kutsi kambe akufani nse nemuntfu lomdvuna loko daddy" )
(data_108 "Akufuneki kutsi imane ihlohlometwe nje" )
(data_109 "Sisho kutsi ligama lisuke lilibito kahle nje futsi lisuke lisendzaweni lefanele" )
(data_110 "Bafana laba bekatsi utababhambabula kalula sebamjikele nyalo" )
(data_111 "Mhlawumbe lomuntfu utsetfwe yimvula nje kwati bani" )
(data_112 "Aphuma naye emadvodza ehlatsini alibangisa ngalapho ashiye khona imoti yawo" )
(data_113 "Ngiyabona Mankunzini ucabange kutsi ngemaphoyisa lawa lefika ngelibhayisikili wacela empunzini" )
(data_114 "Uyanibambelela ndvuna luseseludze lukhalo" )
(data_115 "Bawutselekela umuti waShube kwaseshwa kwaba matima" )
(data_116 "Amangale umchubi kubona sayitjeni asabukeka sengatsi usebenta emgwacweni" )
(data_117 "Tintfo setiyabika esiswini nemadvolo asayashayisana" )
(data_118 "Abonile nawo kutsi akusikuhle kuhlokolota umuntfu endzaweni yakhe" )
(data_119 "Ngumnakabo lomfati lesite ngaye lapha" )
(data_120 "Bafana tinkhomo batichuba bacalata lamalanga" )
(data_121 "Imisebenti ihleliswe kumtsetfo futsi seyendlaliwe lapha ngenhla" )
(data_122 "Loku kulandzela sincumo sekhabinethi lesesekelwe kusiphakamiso se-comtask nga" )
(data_123 "Ungesuka ligonso awusefiki laphayi nawungasefiki wemukele" )
(data_124 "Kubonakale kutsi liphoyisa eNgilandi uma libona umuntfu afuna kona, kutsi awunayo indvodza uma ikhona" )
(data_125 "Uma ufundzela kuba liphoyisa kufute ukugcine njalo engcondvweni kutsi, ufuna kwenta intfo letawuphumelela" )
(data_126 "Watsi bengiliphoyisa ngeliso lekutfola ngibuka emuva kutsi kunjani" )
(data_127 "Nginikhombisa kutsi sibuke kutsi lomshini wakhiwe live nalaba bakha kwabo nalaba bakha kwabo" )
(data_128 "Oh! phela balandzela kutsi kushiphile le" )
(data_129 "Ngiyawufika ngitsi kungani asigcine nalamadvodza" )
(data_130 "Asenicabange kutsi loyawuphindze asakhe ngubani" )
(data_131 "Ngetsemba kutsi bothishela bagcwele la" )
(data_132 "Awukasitfoli kahle mayelana nembasha yetfu" )
(data_133 "Ngaloko wonkhe umuntfu ubuka kutsi nguloko malangeni lenginibitele kona" )
(data_134 "Kwesitsatfu ngenca yekukhulumisana umhlaba sewukubuka ngalenye indlela kuphatfwa kwemave ngulamanye emave" )
(data_135 "Bakhwela etulu bakhwela etulu batsi nasebatsatsa tintsambo" )
(data_136 "Akukho tibalo longaphindze utitfole letitakwehlula" )
(data_137 "Nanso ke imfundvo lapho icala futsi igcine khona" )
(data_138 "Kepha sengiyati kutsi umuntfu nasatsi uyayenta intfo uyafundza aphumelele" )
(data_139 "Watsi umfundzisi lendzaba loyikhulumako yinkhulu sibili" )
(data_140 "Umuntfu losebenta ngetandla uhloniphekile" )
(data_141 "Watsi sihlele kahle ekwenteni tonkhe tintfo lesifuna kutenta" )
(data_142 "Uma ungahleli utawutitfola sewukhicite lokunengi, kunaloku lokudzingekile" )
(data_143 "Mine ngitfola kutsi likhambi kuhlela tintfo kahle" )
(data_144 "Ngako ke ngitawukwenta lokusemandleni ami kutsi nginitekele imibono yami" )
(data_145 "Loku kwasenta kutsi singabulahli buve betfu, ngobe ekugcineni akunendzaba kutsi ucale kanjani" )
(data_146 "Naniphatsana ngesihlungu kuyawugcina kungushukela" )
(data_147 "Kubese kubakhona lokutsi awu emaSwati atsi kukhona kutsi kondliwa ngulubeyinye" )
(data_148 "Nonkhe nje asenicabange kutsi kutabasita yini labantfu bakitsi lesibakhalelako" )
(data_149 "Bantfwana bayabhodlelana kunjani sekukhokhwa umukhwa sekufa lomunye" )
(data_150 "Lentfo lebonakalisa kutsi sitakufa kutsiwe sitibulele tsine" )
(data_151 "Tjwala bakitsi ngati mine kutsi kukhona lomunye dokotela lowase watsi, abekhwelwe kufa ngumkhuhlane" )
(data_152 "Bafanele baye kulendvuna kutsi awu wena wekutsini sicabanga kwakha sikolo lapha" )
(data_153 "Ngibonga kakhulu ku Lord Jellicoe na Tate, na Lyle, lekungubona bonjiniyela labebabhekene nalomsebenti" )
(data_154 "Njengoba nje ngangisho la kutsi labanye labacoshwa kuleto tikhatsi vele leyomali ibaphunyukile" )
(data_155 "Angitsatse lelitfuba kusho kutsi emalangeni kusukela nyalo anemtsetfo" )
(data_156 "Nani ke maSwati lapha ligugu lenu kufuneka kwatiwe kutsi kulentfo yemaSwati yini" )
(data_157 "Ngaloko ke sesifike senta ligugu lelibonakala kutsi iphuma kitsi sibili" )
(data_158 "Kusengakalungiswa tintfo sekuvakala kutsi sekukhona labafohla bodaladi lapha" )
(data_159 "Uma unendvodzana lekhula nawe uze ube netimvu ingakatsatsi umfati, uye ubone kutsi alikho likusasa" )
(data_160 "Empeleni Malangwane uletfwe ngimi kulendzawo" )
(data_161 "MaSwati kuhle ke njengoba sihamba nani siyobuka kuto tonkhe letindzawo" )
(data_162 "Kepha lapha kubonakala kutsi kuhle kungene indvodza yinye zwi lebambile, kubindze kutsi dvu" )
(data_163 "Stephen ukhale ngekutsi lapha nite sitimela nite gezi nite lokwa nalokwa lokukhona ngale" )
(data_164 "Ngaloko ke anginidvumise kakhulu ngekuphumelela kwalemisebentu yenu kutsi cha, impela nilimisile lakangwane" )
(data_165 "Nguko ke loku kwakadzeni lokwacosha emaSwati nato tonkhe tive letimnyama kutsi bangayi kubodokotela" )
(data_166 "Wonkhe umuntfu wababona kutsi kute lotakuya kudokotela" )
(data_167 "Niyawubuye niyigidze kuphi ke incwala lokusho kutsi nibuka kutsi imfabantfu nguyona ncwala" )
(data_168 "Ngilinganisa kutsi libutfo uma lifika la, ngisho nome ukuphi uva ngelikhwela" )
(data_169 "Intfo lengasilo lutfo itawubona kutsi nakhona ngenteni ngete kubonakale" )
(data_170 "Lapha emhlabeni jikelele tilwane tonkhe setitsi nayi inkhosi yemavila inkhubabulongwe" )
(data_171 "Ngabe muntfu muni lokhulumako nakeva kutsi ngifuna kukhuluma ngemkhondvo nje kutsi ngitsini" )
(data_172 "Sive akusiso sive nasite umkhondvo" )
(data_173 "Intfo leyonako ngulaba bogumbagumba kepha intfo nayakhiwa sive isuke ingonakali" )
(data_174 "Uma nitakwenta njalo sitawutfola ekucaleni futsi" )
(data_175 "Kodvwa ke ngiyati kutsi lokubemukela kwetfu kuchubekiseleke embili emnyakeni lotako" )
(data_176 "Lokuvana kungabonakaliswa ngenkhulumo yemnumzane Keger, ngesikhatsi abhalela Major Allen ngemnyaka wa" )
(data_177 "Kwatsi nga. watsatsa Lamatsebula nalaMotsa lokwaba tesulamsiti" )
(data_178 "Ngikhumbula sihleti silalele libandla kaZombodze" )
(data_179 "Ngise ngatfola ngalesinye sikhatsi bangibikela kutsi tibiyo atikabhaliswa" )
(data_180 "Loko uyati kutsi uyabuya uyatfola kangangobe bomasipala labanye abenti njalo" )
(data_181 "Bakubika eNgilandi loko, nalamuhla loku kuseNgilandi solomane siphilile sibhekile" )
(data_182 "Wena asungitjele kutsi ukutsatsephi ungipha nje" )
(data_183 "EmaNgisi lelive asaklomelisa laba bebanikwe lelive kutsi utawuphoyisa ugcine la" )
(data_184 "Yonkhe lentfo naseyihlanganiswa sebayibita belungu kutsi yi-native law and custom" )
(data_185 "Uye ubuke bantfu kutsi batakutsandza yini loko lengikwentako na" )
(data_186 "Ngatsi kahleni ngitawuniphendvula nonkhe nisho nje mane nesaba kukusho" )
(data_187 "Asengitsatse nje bungcunu, kunjani njanyana" )
(data_188 "Awungete wakuvuma umtsetfo loko kutsi aphume" )
(data_189 "Loku ke nine bekunene akusiwo umsebenti lomncane ngumsebenti lomatima" )
(data_190 "Konkhe loku kuhlelenjiswa ngulomtsetfosisekelo kutsi kutawuhamba kanjani, kumiswe kanjani" )
(data_191 "Njengobe phela lokuhluphe lelinye live angiboni kutsi kuyawube sekuyenteka" )
(data_192 "Manje ke kusifikisa ekugcineni kweminyaka lesihlanu satfola inkhululeko" )
(data_193 "Kantsi nawutawukhandza netisebenti letindzala uyabona kutsi lomuntfu uphatsana kahle" )
(data_194 "Kusijabulise kakhulu kuva kutsi hulumende wemaNgisi sewumunike ticu te-knighthood" )
(data_195 "Nginelitsemba lekutsi hulumende utawuchubeka atfutfukise timphilo tebantfu" )
(data_196 "Umtsetfo sewutawushintja mayelana nemtselo wekutsengisa tinkhomo nalokunye" )
(data_197 "Lelidamu litawunisela indzawo lengaba ngemahektha langu" )
(data_198 "Siphindze saba nenhlanhla yekutsi sitfole tindzawo tekutsengisa emaveni e-Afrika" )
(data_199 "Kuso lesikhatsi kube khona intfutfuko emfundvweni yetemsebenti tekulima nasemfundvweni lephakeme" )
(data_200 "Kuyangijabulisa kakhulu kwekutsi lomsebenti wenteka ngetikhatsi letimcoka" )
(data_201 "Sitimisele kulondvolota kuvana ngetemnotfo nemave lesakhelene nawo" )
(data_202 "Sitimisele kusebenta ngekukhutsala lokukhulu sisebentelana naletinhlangano" )
(data_203 "Ngisho nome senivelelwa yini ngisho kungachamuka imphi lamuhla, anesabi kutsi emaNgisi ayesabeka" )
(data_204 "Nami ngitibute kutsi hawu usola nje uboneni lomuntfu" )
(data_205 "Nami ngisukuma kudvumisela labo labakhumbule ngapha" )
(data_206 "Ngaloko-ke malangeni seyinhlanhla njengoba ngitse wotanini lapha nje, ngitonikhombisa umuti wenu" )
(data_207 "Emhlabeni wemaSwati sonkhe siyalingana" )
(data_208 "Ngilalele nangibaphendvula ngatsi akusilo liciniso lelo" )
(data_209 "Yini ningayi letindlu niyotakha khona le" )
(data_210 "Hawu nonkhe nitawutakha letindlu la emadolobheni" )
(data_211 "Emajubantsendzele ngunati timotokali ungatsi timishini" )
(data_212 "Sigaba selishumi nakunye kulomtsetfo losucitsiwe sisolomane sisebenta njalo" )
(data_213 "Ngubani longatsi atfola bantfu balwa abe nesibindzi sekufaka imali yakhe" )
(data_214 "Kuphumelela kwesive kusho kuthula eveni kugcinwa kwemtsetfo nekutfutfuka kwelizinga lemphilo" )
(data_215 "Ngikhetse kutsi ngikhulume konkhe loku lamuhla ngobe onkhe emaSwati lamnyama nalamhlophe akhona la" )
(data_216 "Jamludi naye wenta njalo yahloma yahlasela imphi yase Iraq lapho kubambene emadvodza lamabili" )
(data_217 "Ase sicale ngekubonga umdali asho Mdluli awutsatsa umthandazo" )
(data_218 "Lihamba nje lisitsela emeneni ligubha umgodzi loyindlela yalo, loya lapho kugujelwe khona lokudla" )
(data_219 "Ngumuphi umdlali we Pirates lekukhulunywa ngaye lapha" )
(data_220 "Yaphumelela njalo iMamba United ngengoma" )
(data_221 "Wena lowabona Sikhosana we Orlando Pirates sekasenkingeni uma ahluleka kutfola ligoli, kwaba njalo nala" )
(data_222 "Ahlelwe ngekulandzela tinhlavu tenkhulumo Acquired Immuno Deficiency ingculazi" )
(data_223 "Kuhlela nekuchaza tintfo nabombunjwa kumele kukhuliswe kufaka lokufanako nekwekuvumelana" )
(data_224 "Ingcikitsi yalomphumela kutsi bafundzi bagogodze emakhono abo ekusebentiseni i-aljebra" )
(data_225 "Bonkhamisa bemvelo ngunaba, a, i kanye na u" )
(data_226 "Wabuye wemukela nemalunga lamasha bo Zwane na Ncongwane" )
(data_227 "Ku-standardization kubuketwe letindzaba letilandzelako tikhangiso tibuya kuphi" )
(data_228 "Lama-workshops akentiwe ngekubambisana nelitiko letemfundvo" )
(data_229 "Lubisi ubuye wachazela libhodi kutsi luhlu lwemagama e-maths selwentiwe" )
(data_230 "Kufanele ugcizelele kulolongwa kwekutfutfukiswa kweminyakato lekukhulunywe ngayo esigabeni lesengcile" )
(data_231 "Kungako kwaba nesidzingo sekutsi umlandvo wetfu ukhangiswe emotweni yemisakato lenhlobonhlobo" )
(data_232 "Recommended texts, imibhalo lephakanyiselwe libanga tindzaba letimfishane nemilandvomphilo" )
(data_233 "Kufundza imibhalomidvwebo lefana netitfombe emabalave emaflodayagramu emashadi" )
(data_234 "Tishayamtsetfo tetifundza ligunya lesishayamtsetfo setifundza" )
(data_235 "Kuchubeka kwesigungu setindvuna tembuso ngemuva kwelukhetfo" )
(data_236 "Laba bebahlala nagogo wabo ngobe batali babo bese bashonile" )
(data_237 "Kwatsi kube kushone lilanga lochalachala wakhulekela indzawo yekulala lapho kwendzela dzadzewabo khona" )
(data_238 "Lesivalo salendlu sasivalwe saciniswa kakhulu" )
(data_239 "Kepha wavutsela siphelane ahle abuka emuva" )
(data_240 "Umfana watsi kube acedze kuhlabela wabona sitiba sinyakata kwavumbuka ingcavulele lucobo lwayo" )
(data_241 "Atsi kadze ayilindzile ase ayifaka ebhodweni alungisela kuyipheka" )
(data_242 "Yesuka indvodza nanso ishona ekhaya iyolandza intfo lesikako" )
(data_243 "Yayifutsela ungatsi itakuma kantsi ayati kutsi sekwente njani eceleni" )
(data_244 "Watsatsa wamema luswane lwakhe" )
(data_245 "Wayibeka endzaweni leyayilibanga lelidze nalapho betihlala khona" )
(data_246 "Tilwane beticabanga kutsi imbila silwane lesihlakaniphile kakhulu kunetilwane tonkhe" )
(data_247 "Futsi beyiphila ngaletinye tilwane itsandza kucela letinye tilwane kutsi tiyentele nobe yini" )
(data_248 "Tonkhe tilwane betitsandza kakhulu kuyisebentela" )
(data_249 "Loko betikubona njengentfo leludvumo kuto, kucelwa yimbila tiyentele tintfo leyitifunako" )
(data_250 "Loko kwayenta kutsi ingabongi nekubonga kuloko kusitwa kwayo" )
(data_251 "Yase yati kutsi bakhona bekuyisita batawuyentela tonkhe tintfo leyitifunako" )
(data_252 "Silwane lebesala beyisibuka njengesilwane lesibi nalesingenanhlonipho, lesiluhlata naleseyanako" )
(data_253 "Ngako ke watentela imisila yato tonkhe tinhlobo" )
(data_254 "Tilwane betiyibita lendzawo ngekutsi kusemphelave" )
(data_255 "Njengasemihleni yacela bangani bayo labatsatfu" )
(data_256 "Yesuka imbila yalala bukululu eceleni kwendlela" )
(data_257 "Kwaba kuphela yabukela tilwane tendlula tilushikisha tibange khashane" )
(data_258 "Kulowo mbuto beyimane imandzatele ititjele kutsi tingahlupheki ngayo yona iyakwati leyikwentako" )
(data_259 "Tilwane letefika kucala le emphelave kwaba yingongoni, yingwe nelihhashi" )
(data_260 "Leto tatfola imisila lemihle lemidze ngalokulingene" )
(data_261 "Letinye tilwane tefika ngetikhatsi letehlukene kuye ngekugijima kwato endleleni" )
(data_262 "Nato betifike titikhetsele imisila letiyitsandzako" )
(data_263 "Emkhatsini wetilwane letefika muva bekukhona imbuti nengulube" )
(data_264 "Taba nenhlanhla ngobe takhandza imisila yekugcina" )
(data_265 "Nome nje ke bese imifisha akufananga nekuhlala" )
(data_266 "Nato tabuyela emuva tijabule tibhedvukile njengaletinye tilwane" )
(data_267 "Bafika nabo batsatsa imisila yabo bashwila babuyela emuva" )
(data_268 "Imbila yona yatitjela kutsi atibambe phansi iyeta imisila yayo, lemitsatfu" )
(data_269 "Nayo yase iyibona imisila yayo lemihle kunayo yonkhe imisila yaletinye tilwane" )
(data_270 "Yayitetsembisa kantsi ishaye phansi kwabhunya lutfuli" )
(data_271 "Kantsi ke litsemba lona alibulali kube liyabulala ngabe kwafa yona" )
(data_272 "Beyinelitsemba lekutsi bangani bayo bangeke bayijabhise" )
(data_273 "Yayicabanga kutsi yona beyitakuba nemisila lemitsatfu hhayi munye njengaletinye letinemisila ngamunye" )
(data_274 "Wefika kucala kunalaba lababili lababetfunywe yimbila" )
(data_275 "Kepha yaticinisa yatama kungakhombisi kutsi ijabhile" )
(data_276 "Empeleni bese icala kumangala kutsi manje itawuba yini" )
(data_277 "Kwatsi lapho ingulube ichamuka imbila yayihlangabeta nayo yayiphatsela luju lwetinyosi lolunyenti" )
(data_278 "Nobe kunjalo abevuka ekuseni ahambe ayokuhlakula etivandzeni letatikhashane kabi nelikhaya" )
(data_279 "Ngalelinye lilanga wavukela khona ekuhlakuleni nje ngemihleni yonkhe" )
(data_280 "Watsi angakacali wakhwica tidvwaba takhe" )
(data_281 "Wase ungena emnyeleni wesivandze wahlaba indzima yakhe" )
(data_282 "Wahlakula ajake kutsi litsi lilanga liphakama abe asayentile yesibili" )
(data_283 "Watsi asekuleyo ndzima yekucala kwachamuka inyoka lenkhulu leyesabekako kakhulu" )
(data_284 "Pho-ke kwase kute ngisho nalesincane sitfutjana sekwentani enteni umfati webantfu" )
(data_285 "Khona lapho kulowo mnyama inyoka yatsi ngilambile make" )
(data_286 "Wase ubona ngelulwimi lwayo lolumaphaca lunyalita" )
(data_287 "Maye akusho nekutsi yajabula imbona achamuka" )
(data_288 "Beyati kamhlophe kutsi uta nenyama yayo lemnandzi lesatsambile itawumane itsi mimiliti" )
(data_289 "Wakhala umfati abona luswane lwakhe lushobela emlonyeni wesilwane alubuka" )
(data_290 "Ingani phela kubuhlungu kabi kunina wemntfwana" )
(data_291 "Washobela masinyane emlonyeni wenyoka imgwinya alandzela luswane lwakhe" )
(data_292 "Ngalelo langa indvodza yabona lilanga lishona kepha umfati angakabuyi ekhaya" )
(data_293 "Yatetsembisa ngekutsi mhlawumbe ulibele kutfota tinkhuni" )
(data_294 "Badlalindzima ngamunye batawubhala umbiko ngekuya ngalabakutfolile." )
(data_295 "Emalungelo eTimbiwa angeke edlule sikhatsi seminyaka lengemashumi lamatsatfu" )
(data_296 "Timo tendzawo kulelive nato tingadlala indzima." )
(data_297 "Kodvwa ingavuselelwa kutikhatsi letintsatfu, letingedluli kumnyaka munye ngasinye." )
(data_298 "Emafomu ayatfolakala ehhovisi lekubhalisa." )
(data_299 "Ucelwa kutsi utsintse lihhovisi lakho leLitiko lelisedvute." )
(data_300 "Yini budlova basekhaya?" )
(data_301 "Tfumela emafomu ekufaka sicelo kulelihhovisi lekulawula." )
(data_302 "Lewebhusayithi yengetwa ngemniningwane lomusha ngato tonkhe tikhatsi." )
(data_303 "Ngenisa i-afidavithi macondzana nawo onkhe emagama lowasebentisako." )
(data_304 "one" )
(data_305 "two" )
(data_306 "three" )
(data_307 "four" )
(data_308 "five" )
(data_309 "six" )
(data_310 "seven" )
(data_311 "eight" )
(data_312 "nine" )
(data_313 "ten" )
(data_314 "zero" )
(data_315 "eleven" )
(data_316 "twelve" )
(data_317 "thirteen" )
(data_318 "fifteen" )
(data_319 "twenty" )
(data_320 "thirty" )
