audio/afr_8148_5709903807	Men like Joe Goose dated existence from drunk to drunk.
audio/afr_8148_0127556181	Broken-Tooth yelled with fright and pain.
audio/afr_0184_8647633595	I had been born with no organic, chemical predisposition toward alcohol.
audio/afr_8963_5845768152	Sy was mooitjies 19 jaar ouer as hy toe hulle in Zeekoeivlei getroud is.
audio/afr_7214_5036867839	Adamstein het volgens sy biografis sy hotel Yeomanry herdoop.
audio/afr_8148_6737476250	Anything unusual or abnormal was sufficient to send a fellow to Molokai.
audio/afr_6590_0777142385	Almal moet help dra gedurende die lang tog.
audio/afr_2418_2261484708	In die Engelse premierliga, het Chelsea 9-6 teen Norwich City verloor
audio/afr_8924_3838977202	Hy is met A.S.M. Erasmus getroud, wat hom oorleef het.
audio/afr_0184_6538904687	Die temperatuur in Vivo is 1 grade Celsius
audio/afr_2418_4838204670	Soois Zefman se privaatlewe was minder onstuimig.
audio/afr_2418_6692848000	Postma wou in Russies aan die kerkraadslede skryf.
audio/afr_7130_9978099957	Die temperatuur in Ventersburg is 49 grade Celsius
audio/afr_8963_3206447360	Toe hy in 1949 sy emeritaat aanvaar het, word ds. "Boytjie" Booiman se boeie losgemaak.
audio/afr_6590_2822790392	A strange fire burned in his eyes when Thorpe turned.
audio/afr_1919_5180428290	Kalabrië is 'n voorbeeld van 'n streek waar landbou beoefen word.
audio/afr_8963_9552808606	She'd make a good wife for the cashier.
audio/afr_7214_9549906941	Hy was net 17 jaar oud toe sy pa dood is en oorboord gegooi is.
audio/afr_8148_8364644074	Aan die binnekant kon hulle 'n duim roes afpeul.
audio/afr_0184_6788259010	Oorweeg basketbalspeler wat 'n bal bons.
audio/afr_8963_1545279672	Dit is 13 grade Celsius in Pomeroy met swaar wind
audio/afr_7130_3586331570	He had observed the business life of Hawaii and developed a vaulting ambition.
audio/afr_1919_3262158070	George Linde het 9 geneem vir 29 lopies.
audio/afr_7130_0927262104	Daar is betwyfel of die sin in Afrikaans geskryf is.
audio/afr_7130_8650233714	Voëls het net vere as liggaamsbedekking.
audio/afr_0184_3872403928	In die premier-liga, het Golden Arrows vir Ajax Cape Town in ekstra tyd, met 7-3 gewen
audio/afr_8924_6910345230	nul sewe vier
audio/afr_8924_3380899621	Die Bijagos-argipel strek oor 'n groot afstand uit tot in die see.
audio/afr_8148_0894455357	It occurred to me that there would have to be an accounting.
audio/afr_6590_0480791290	They continued valiantly to lie, but the truth continued to outrun them.
audio/afr_2418_9987213504	Wenk: Waarvoor gebruik hy sy vlerke?
audio/afr_0184_2867166388	Down there the earth was already swelling with life.
audio/afr_8963_6150029863	Niemand gebruik meer aluminium as reaktiewe metaal nie.
audio/afr_8963_9013615648	Ons noem dit die tegnologiese proses.
audio/afr_8924_0219946820	Zen Garden is 9 km wes van Zombies.
audio/afr_8963_0659991096	'n noot slegs een keer gespeel mag word?
audio/afr_8148_1114225493	Ryp of sneeu kom sowat 46 dae per jaar voor.
audio/afr_8148_1768242520	Wat het die twee vloeistowwe laat meng?
audio/afr_8924_8582561340	Die fraai mooi meisies is in daardie eeu baie eenvoudig grootgemaak.
audio/afr_7214_6784098365	Slegs 'n klein hoeveelheid hiervan word jaarliks kommersieel in Zoutpan gebruik.
audio/afr_2418_3508039805	Dit is 12 grade Celsius in Kaapstad met haelstorms
audio/afr_1919_8876055882	Daar sal 3 eendag wedstryde tussen Ierland en Nederland gespeel word.
audio/afr_6590_6701985764	Aviwe Mgijima was onoorwonne met 828 lopies van 18 balle.
audio/afr_2418_0064572813	'n Tempo meet altyd iets teenoor tyd.
audio/afr_7130_3518007092	Terwyl jy jou vuurpyl maak, gaan jy beter idees kry.
audio/afr_0184_6371220269	Ek het hulle lanklaas so sleg hoor fluit.
audio/afr_7130_4390224260	Ah, it is growing dark and darker.
audio/afr_8148_7701927993	Verbeel jou jy het 'n baie sterk graafmasjien.
audio/afr_8963_1022323251	Waarom kry ons dag en nag?
audio/afr_6590_3289669271	Mamelodi Sundowns het teen Mamelodi Sundowns in a uitklopstryd geseëvier
audio/afr_7214_0107205350	Think of investing in such an adventure.
audio/afr_8148_2354451047	Craig is aangestel om as goewerneur op te volg.
audio/afr_2418_9900424184	Yet he dreams he is immortal, I argue feebly.
audio/afr_7214_9568862407	Hierdie maatskappye in Zambië, Tanzanië en Zimbabwe het nog vir 20 jaar myne suksesvol bedryf.
audio/afr_2418_7386920888	Wat sal jy weeg as jy Mars toe gaan?
audio/afr_6590_0888879904	nul drie een
audio/afr_1919_3978282096	Frankryk voer minder paddaboudjies as Spanje en Thailand in.
audio/afr_2418_1897831577	Afghanistan het Nederland vir net 61 lopies uitgeboul by SuperSport Park.
audio/afr_6590_3100441517	Hoe ver hardloop sy in cm?
audio/afr_6590_3820558863	Dit is 35 grade Celsius in Burgersdorp
audio/afr_6590_5185099554	'n Rotsagtige habitat by die Knysna-meer.
audio/afr_1919_7382837844	Max stoot teen 'n muur en word moeg.
audio/afr_2418_7724497835	Azaka se eiesoortige idees sluit aan by Zen boeddhisme en die Nuwe Era-beweging.
audio/afr_7130_9642058767	Ons noem dit ook potensiële energie.
audio/afr_1919_7809907030	Ry Suid-Oos met Kerkstraat.
audio/afr_1919_8068405689	Koppel nog 'n gloeilampie in die stroombaan.
audio/afr_8924_9840956267	Do you know that we weigh every pound of coal we burn.
audio/afr_7214_8388023182	As maaiers teenwoordig is, het die onderdele 'n helder roesbruin kleur.
audio/afr_6590_4088858247	Plaas tien skeppies kookolie in die mengbak.
audio/afr_8924_4614476317	We fished sharks on Niihau together.
audio/afr_8924_8361395737	nege nege nege
audio/afr_7130_8632047648	Dit is 1 grade Celsius in Merrivale
audio/afr_8963_9703192399	drie, agt, drie en veertig
audio/afr_2418_6383114198	Hy kom by die verafgeleë kliphuis aan waar Ricky-hulle bly.
audio/afr_7130_5737993034	The Portuguese boy passed the Hawaiian.
audio/afr_1919_6522190725	Kritici van psigoterapie wys daarop dat die verloop van tyd voldoende is om psigososiale genesing te bring.
audio/afr_8924_9453273603	Here, in the midmorning, the first casualty occurred.
audio/afr_8963_5100303982	In die premier-sokkerliga, het Mamelodi Sundowns vir Bloem Celtic met 9-5 gewen
audio/afr_7214_2891237103	Kyk in die spieël na jou tong.
audio/afr_6590_9687965461	Dit is 5 grade Celsius in Kinross met mis
audio/afr_7130_7669562505	Hulle het geleer dat protone en neutrone subatomiese deeltjies is wat saam die kern vorm.
audio/afr_2418_5691928435	Then, and at supper, he tried to fathom her.
audio/afr_8963_5608566289	Dui die hoof- en neweprodukte aan en gee redes.
audio/afr_2418_1117343278	If not, let's say our prayers and go to bed.
audio/afr_7214_9326321578	Her own betrayal of herself was like tonic to Philip.
audio/afr_8963_1089922020	Philip began to feel that he had foolishly overestimated his strength.
audio/afr_6590_5715265399	vier twee een
audio/afr_8924_1580968981	Jong voëls is valer as die volwassenes.
audio/afr_8924_7451059586	Hy het blykbaar 'n indrukwekkende altaar naby Pakijanes en Pylos gehad.
audio/afr_8963_3692261647	As rasegte piëtis wou sy al die mense tot bekering bring, maar hulle rasionaliteit het geseëvier.
audio/afr_2418_8937052746	Sy lyk word seremonieel begrawe in die sierlike tuine aan die "via Aurelia".
audio/afr_7214_2728960452	vyf agt drie
audio/afr_7130_1635864290	twee, drie, vier
audio/afr_8148_6808295149	Die N2- nasionale pad zoem langs die dorpie genaamd Ghoeries verby.
audio/afr_8963_1786012944	It was not exactly a deportation.
audio/afr_8148_0671644452	A big canvas tent was the first thing to come within his vision.
audio/afr_8963_4744078717	Die kolwer het 55 toetslopies in sy loopbaan aangeteken, teen ’n gemiddeld van 2.90.
audio/afr_6590_5162003112	Die weerdiens voorspel koue toestande vir die Wes Kaap
audio/afr_8963_4845584757	Roemenië is uitermatig mooi, ryk aan kultuur en natuurskoon.
audio/afr_0184_4539866325	Paul Roux weet wanneer hy aan ds. Lindeque sy voorlegging kan doen.
audio/afr_7130_1049798633	Dit veroorsaak ook ontbossing naby mynbougebiede en daarmee saam grond-erosie.
audio/afr_8148_2748936361	And after the bath a shave would not be bad.
audio/afr_2418_6035267719	Dit is minus 1 grade Celsius in Clarkebury met kans van wind
audio/afr_0184_9909379523	Your price, my son, is just about thirty per week.
audio/afr_7130_6889837100	In 1856 onderneem hulle 'n lang reis saam met die bannelinge.
audio/afr_7214_0126172963	Die muskiekgroep "Zef maar Zen" het meer as 25 miljoen albums wêreldwyd verkoop.
audio/afr_8924_3992591768	Dit is minus 1 grade Celsius in Arlington met nat toestande
audio/afr_8924_0830194036	Daar mag of daar mag nie nog 'n produk wees nie.
audio/afr_2418_3262604480	Ierland het 349 in hulle kolfbeurt aangeteken.
audio/afr_7214_5934839900	Curly rushed her antagonist, who struck again and leaped aside.
audio/afr_7214_5534493237	I was brought up the way most girls in Hawaii are brought up.
audio/afr_7130_5364246740	Afghanistan het 'n eerste beurt voorsprong van 72 lopies.
audio/afr_7214_1129864929	ses drie vier
audio/afr_7214_9998452248	Haar plek as ounooi was oudergewoonte naby die vuurherd.
audio/afr_8963_2683729714	Een persoon hardloop vinnig twee keer om die veld.
audio/afr_2418_8462702288	By die vroulike dier stimuleer die hormone eiersel-rypwording en ovulasie.
audio/afr_8924_1463499969	Sy aansoek word ongelukkig geweier omdat hy aan 'n soort epilepsie ly.
audio/afr_2418_3797091750	triljoen en, miljard, biljoen en, miljoen en, duisend en, honderd en
audio/afr_7130_0977709662	The promoter's eyes were heavy, with little puffy bags under them.
audio/afr_7214_5027018508	Sal jy aan 'n suur raak?
audio/afr_8963_0380634121	Hy probeer tevergeefs drie keer om sy mooi vrou terug te wen.
audio/afr_0184_0007791035	Gode is egter ook deel van Jaf, maar nie Zen nie.
audio/afr_8148_1261396070	In die PSL, het Platinum Stars vir Maritzburg United met 1-9 geklop
audio/afr_1919_2034536375	Die blomme groei in kusstruikbos en digte woude.
audio/afr_8963_7304726053	I followed the line of the proposed railroad, looking for chances.
audio/afr_1919_0244652424	Postma het hom tot almal se verbasing losgemaak van "kerkbande".
audio/afr_0184_8741813984	Die R558 hoofweg gaan gelukkig nie deur hierdie dorp nie.
audio/afr_8148_5740733445	This is no place for you.
audio/afr_7214_0434078570	Tot Junie is veertien gravitone aangemeld.
audio/afr_8963_7045702285	Dit is 2 grade Celsius in Jansenville
audio/afr_7130_5276930670	Omphile Ramela het 4 geneem vir 261 lopies.
audio/afr_8148_9885247159	Teken jou resultate in 'n tabel op.
audio/afr_8924_9444023694	Trek 'n grafiek van jou resultate.
audio/afr_7214_3042854919	Jong akkedissies het ook nie 'n blou oogstreep nie.
audio/afr_7214_4980029326	Bonusvraag: Hoe lyk die heelal op megaskaal?
audio/afr_7214_9311063889	In 1380, toe sy vader sterf, het Olaf hom na verwagting as koning van Noorweë opgevolg.
audio/afr_8963_3108639526	Die vleuel Erick Mathoho het 11 doelskote geneem
audio/afr_1919_4345621541	Hoe groot dryfkrag moet die vuurpylmotor op die vuurpyl op Aarde uitoefen?
audio/afr_0184_2086622485	Dit is 34 grade Celsius in Bethlehem met wind
audio/afr_1919_2281673809	triljoen en, miljard, biljoen en, miljoen en, duisend en, honderd en
audio/afr_7130_4600657729	Pakistan was tot 614 lopies beperk met 95 ekstras
audio/afr_0184_3951105785	Juventus en Free State Stars het Saturdag middag gelykop gespeel
audio/afr_8924_3441712927	The wolf-dog thrust his gaunt muzzle toward him.
audio/afr_1919_2099368488	Die rivier kronkel en vloei dan ongeveer 400 km wes.
audio/afr_0184_2942864676	Dus is die woord "measure" baie naby aan "leisure".
audio/afr_7214_4296480148	Is jou hipotese aanvaar of verwerp?
audio/afr_2418_3766686817	What do you mean by this outrageous conduct.
audio/afr_1919_4357785554	As jy op jouself mors, was die area met baie water en soek mediese aandag.
audio/afr_7130_1841812287	Dus is die woord "measure" baie naby aan "leisure".
audio/afr_2418_1957058073	Sy was mooitjies 19 jaar ouer as hy toe hulle in Zeekoeivlei getroud is.
audio/afr_8148_1961977138	Een teetyd in die oggend en een in die laat middag.
audio/afr_2418_9254824380	Die verwikkelinge lei tot 'n dramatiese kerkskeuring wat tot 527 sal duur.
audio/afr_7214_2640419245	Skryf jou antwoord as 'n vereenvoudigde breuk.
audio/afr_7130_8037372873	Is jou skooltas te swaar vir jou?
audio/afr_7130_2478111404	Na die reeks aardbewings moes die pawiljoene herbou word.
audio/afr_0184_2759818180	Wat kan jy uit jou resultate aflei?
audio/afr_7214_2465792696	'n Wye verskeidenheid van skepe is moderne fregatte.
audio/afr_1919_2845668134	Dit is 3 grade Celsius in Vosloorus met 'n ligte wind
audio/afr_2418_4417532843	Then he stepped back with a low cry of pleasure.
audio/afr_7214_9371179794	Die geoloë bepaal mooi hoe die lawa vloei en die gesteentes groei.
audio/afr_8148_1473795477	Dit is 53 grade Celsius in Hermanus met warm toestande
audio/afr_0184_7532640986	honderd en, duisend en, miljoen en, miljard, biljoen en, triljoen en
audio/afr_7130_4867247095	Australië het die loot gewen en Zimbabwe laat kolf by die Pietermaritzburg stadion.
audio/afr_8963_8950796036	Witvlieg en vlooie kan ook vir meeue 'n probleem wees.
audio/afr_8924_6424708197	Nowhere did the raw earth appear.
audio/afr_7130_7869633595	Aan die binnekant kon hulle 'n duim roes afpeul.
audio/afr_7214_4994441735	Dit is 5 grade Celsius in Wedela met 'n ligte wind
audio/afr_1919_0004271852	Waarom is dit positief, negatief of neutraal?
audio/afr_7214_2027774433	Ná afkoeling ontstaan 'n taai materiaal wat baie soos kolofonium of boomhars lyk.
audio/afr_7214_7287992793	Bepaal die skeefheid van die data.
audio/afr_1919_9062169752	Die afrigter het Vuyisile Ntombayithethi laat in die spel met Wayne Sandilands vervang
audio/afr_7214_1429244570	Deel hierdie getal deur die som van die ander twee.
audio/afr_7214_9062945345	Tuis wag 'n groen koevert van onbekende oorsprong op hom.
audio/afr_8148_3306748150	Die temperatuur in Melmoth is 5 grade Celsius
audio/afr_6590_9699071201	By vrystyl mag die bene egter ook saam met die arms gebruik word.
audio/afr_6590_6148276705	Een spesie spreeu en een spesie meeu moet nog beskryf word.
audio/afr_2418_2143518783	But all my dreams violated this law.
audio/afr_7214_4983014903	Haar proeftydperk in die oorlog maak sy deur onder eerw. Vermeulen.
audio/afr_8963_7577188331	Zakhele Qwabe was onoorwonne met 58 lopies van 97 balle.
audio/afr_7214_2204549587	Paul Roux weet wanneer hy aan ds. Lindeque sy voorlegging kan doen.
audio/afr_2418_8059640486	Beskou nou drie puntbronne van golwe.
audio/afr_1919_1465942127	Daughtry elaborated on the counting trick by bringing Cocky along.
audio/afr_8963_0585464063	These rumors may even originate with us.
audio/afr_8924_6910969364	Indië het Pakistan vir net 244 lopies uitgeboul by Sahara Newlands.
audio/afr_8924_1282152065	Adamstein het volgens sy biografis sy hotel Yeomanry herdoop.
audio/afr_7214_9958218858	Meeue se epiteelweefsel kom soos gewoonlik in een of meer sellae voor.
audio/afr_2418_8832856859	Die lugskip is vertraag; sy maksimum spoed daarheen was 35 km/h.
audio/afr_8924_1687776859	Tronke in Zimbabwe en Zambië word gewoonlik deur hoë rooi mure, hekke en uitkykposte omring.
audio/afr_8924_9628920034	West Ham United en Ajax Cape Town kom Vrydag aand by die Royal Bafokeng Stadium teen mekaar te staan
audio/afr_6590_8622650105	As 'n jong man het Leonardo alleen daarheen gereis om sy vader by te staan.
audio/afr_7214_4228156045	Hulle het van die mooiste aarbeie op Laaipan laat groei.
audio/afr_2418_6470144443	I'm sure going along with you all, Elijah.
audio/afr_2418_5055149147	Die afrigter het Sydney Urikhob vroeg in die spel met Thabo Nodada vervang
audio/afr_2418_8584910147	Pakistan het 779 vir 9 aangeteken.
audio/afr_0184_1058324936	'n Gloeilamp gee ligenergie en hitte-energie af.
audio/afr_0184_2855154603	Die Mara-proefplaas is hier naby waar prof. Aggie Buys haar vriende sien toyi-toyi het.
audio/afr_2418_2907522445	Die N2- nasionale pad zoem langs die dorpie genaamd Ghoeries verby.
audio/afr_1919_2560961041	Dit is 43 grade met donderstorms in Skukuza
audio/afr_2418_7382459018	Marion-eiland is 'n eiland naby die Suidpool en naby Suid-Afrika.
audio/afr_1919_7658745398	Die temperatuur in Port Elizabeth is 10 grade Celsius
audio/afr_1919_3337247612	Toon jou resultate in 'n netjiese tabel.
audio/afr_8148_4646091205	Vir Peddie en sy familie kom daar nou interessante nuwighede.
audio/afr_7130_1621152756	Plaas die skuifspeld op die tafel.
audio/afr_7214_1609844395	Ogawa het toe die element nipponium ontdek en bekendgestel.
audio/afr_8924_3708303836	Every bone in her aged body seemed broken or dislocated.
audio/afr_7214_0590817395	Straight out they swam, their heads growing smaller and smaller.
audio/afr_0184_1941581674	Ryp of sneeu kom sowat 46 dae per jaar voor.
audio/afr_8963_3565265917	What I saw I could not at first believe.
audio/afr_7214_1952940947	Die Son produseer lig en hitte.
audio/afr_8148_0975509839	Daar is agt krieketspanne wat aan die wêreldbeker-toernooi deelneem.
audio/afr_6590_2515781318	He considered the victory already his and stepped forward to the meat.
audio/afr_8924_4845146492	Die meer is 121 km lank, 34.5 km wyd en tot 28 m diep.
audio/afr_0184_9357504054	Hoë opbrengste word onder andere deur besproeiing en bemesting behaal.
audio/afr_8924_7598147641	In 1985 herhaal hy dié prestasie, maar nou klop hy Douglas by die Zambesi.
audio/afr_7214_3732698941	Hansie woon in Mooinooi en hou dus sy swaer se sleutel by hom.
audio/afr_8148_3531323034	Dit is 50 grade Celsius in Campbell
audio/afr_7214_1875599801	Skuif om hoekpunt op hoekpunt te plaas.
audio/afr_7214_8072056823	agt en sestig, sewe, een en negentig
audio/afr_1919_2888953180	In hierdie hoofstuk gaan ons fokus op twee soorte strukture: raamstrukture en dopstrukture.
audio/afr_2418_2706987328	Wonder if he's a lion dog, Charles suggested.
audio/afr_8148_6799784273	een en sewentig, nege, elf
audio/afr_8963_5407282164	Soois Zefman se privaatlewe was minder onstuimig.
audio/afr_8148_3593139059	As persone die partytjie bywoon, hoeveel kg klein koekies moet hulle koop?
audio/afr_1919_4598537649	Soliede kalium sal ongetwyfeld heftig met water reageer.
audio/afr_0184_5257861036	Such an act was in direct violation of the laws of the land.
audio/afr_6590_3165837089	Dit is 2 grade Celsius in Ventersburg met haelstorms
audio/afr_2418_4772573112	Waarmee, dink jy, stem 'n ligminuut ooreen?
audio/afr_8924_1728269802	Die voorspeler Vladimir Mandic het 8 aangee uitgevoer
audio/afr_8924_8170129260	The questions may have come vaguely in his mind.
audio/afr_0184_3715170936	Hy werk nou saam met generaal Tjaart Geldenhuys van die Rooi Leeus.
audio/afr_2418_9878102804	Sri Lanka het 'n eerste beurt voorsprong van 332 lopies.
audio/afr_6590_2929826399	Die kleintjies het 'n dun swart strepie deur die ogies en 'n rooi kuifie.
audio/afr_1919_8768478167	Bidvest Wits en Stoke City het Vrydag middag gelykop gespeel
audio/afr_8148_5312369949	Moet dit dubbelkonkaaf of dubbelkonveks wees?
audio/afr_7130_0125881541	Haar proeftydperk in die oorlog maak sy deur onder eerw. Vermeulen.
audio/afr_6590_3299699030	Pole moes tydens die oorgang sowat 'n vyfde van sy landoppervlakte aan die Sowjetunie afstaan.
audio/afr_7130_3224769880	Dit is 1 grade Celsius in Kaapstad met haelstorms
audio/afr_1919_2402783046	Boulers moet al tien paaltjies neem.
audio/afr_7214_3816443681	Langs die doelhok word die doelhok-area aangetref.
audio/afr_8924_5207961949	Die verdediger Phumlani Ntshangase het 2 doele aangeteken
audio/afr_8963_4759957762	Hy werk nou saam met generaal Tjaart Geldenhuys van die Rooi Leeus.
audio/afr_1919_9786752217	Beskou die elektrodepotensiaal vir die eerste halfreaksie.
audio/afr_8924_4109558977	Skakel eetlepels kookolie om in ml.
audio/afr_7130_7833218048	drie, ses, vier
audio/afr_8924_9344750697	Is die molekule polêr of nie-polêr?
audio/afr_8963_6870244879	twee twee een
audio/afr_8924_3972241680	Nederland het Zimbabwe vir net 865 lopies uitgeboul by St. Georges Park.
audio/afr_7130_6259852198	Wat gebeur by die positiewe elektrode?
audio/afr_7214_1618927478	He was fond of quoting a fragment from a certain poem.
audio/afr_8148_5403468193	Dus is die woord "measure" baie naby aan "leisure".
audio/afr_8963_5778610119	Merk alle ewe groot hoeke op jou diagram.
audio/afr_7130_2310763512	Finlay internasionale oproepe op sy foon maak?
audio/afr_1919_0216803786	Dit is minus 1 grade Celsius in Boksburg
audio/afr_0184_2025058191	Dit is 53 grade Celsius in Strydenburg
audio/afr_8963_8846820259	Azaka se eiesoortige idees sluit aan by Zen boeddhisme en die Nuwe Era-beweging.
audio/afr_2418_9577601147	Meet soutsuur in 'n nuwe beker.
audio/afr_7214_4320127184	Die gevaarlike M70 snelweg loop reg deur die spookdorp.
audio/afr_6590_5118404885	Naby aan nul op die skaal.
audio/afr_7214_1849537523	Maria en Anastasia is egter nog te jonk om hul suster te volg.
audio/afr_6590_0681303407	Dit is 3 grade Celsius in Dingleton met swaar wind
audio/afr_7214_5832251032	Gommagutta is 'n skaars, helder skakering van oranje.
audio/afr_0184_7991556672	In die FIFA-sokkerwêreldbeker, het Swansea City 7-0 teen Liverpool gewen
audio/afr_1919_1569989749	Watter gereedskap gaan jy nodig kry om jou brug te bou?
audio/afr_2418_6847276207	Nevertheless we found ourselves once more in the high seat of abundance.
audio/afr_8148_5106730522	Why, doggone you all, shake again.
audio/afr_1919_7043708208	Die battery werk met behulp van 'n redoksreaksie.
audio/afr_7214_6297994772	Herbou die berg soos hy was.
audio/afr_8148_1653100946	ses en veertig, drie en sewentig, drie
audio/afr_6590_7123415159	Thabiso vul 'n bad met water.
audio/afr_8924_7976840339	twee, drie, elf
audio/afr_7130_3526380259	Die surrogaatouers tree in en maak dan die piet-my-vroukuiken groot.
audio/afr_1919_1760382804	Dit word kern mariene aandrywing genoem.
audio/afr_8148_5927023755	Besprekings handel oor postmoderne perspektiewe in die filosofie.
audio/afr_6590_3038796956	Alle masjiene het gewoonlik 'n drywingsgradering.
audio/afr_1919_5449765268	Toe verskyn daar tot haar verbasing ook teks in Nederlands.
audio/afr_6590_8818925362	Bayrou is die jongste seun van 'n bekende byeboer.
audio/afr_2418_0510000430	Daar word berig dat'n vragmotor 'n U-draai voor sy rooi motor op die N1-nasionale pad in Polokwane gemaak het.
audio/afr_7214_7935313989	Hulle bewaar saam 'n geheim wat die Zambiërs graag sou wou weet.
audio/afr_8963_1199132744	Newcastle United en Orlando Pirates kom Saturdag by Outeniqua Park teen mekaar te staan
audio/afr_7214_0757770995	By die ooievaarstee raak sy op hom verlief, maar hy bly steeds afsydig.
audio/afr_2418_0689353918	Everton en FC Barcelona het Saturdag aand gelykop gespeel
audio/afr_8924_2729632704	Soois Zefman se privaatlewe was minder onstuimig.
audio/afr_8148_9513029977	Die temperatuur in Mmabatho is 28 grade Celsius
audio/afr_7214_4572555368	vier vyf een
audio/afr_2418_4127212306	The boy at the wheel lost his head.
audio/afr_7130_8130525180	It happened to him at the Gallina Society in Oakland one afternoon.
audio/afr_8963_6806137829	Chippa United het teen SuperSport United in a uitklopstryd geseëvier
